% COMP47490 2018 - Assignment 1 Q1
% Dataset marketing for student ID number 15464068
@relation marketing-15464068

@attribute age numeric
@attribute job {education,tech,entrepreneur,retail,management,retired,self-employed,services,student,construction,unemployed,unknown}
@attribute status {divorced,married,single}
@attribute education {primary,secondary,tertiary,unknown}
@attribute has_defaulted {no,yes}
@attribute balance numeric
@attribute housing_loan {no,yes}
@attribute personal_loan {no,yes}
@attribute contact {email,phone,unknown}
@attribute contact_day numeric
@attribute contact_month {apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep}
@attribute contact_duration numeric
@attribute num_contacts numeric
@attribute num_days numeric
@attribute num_last numeric
@attribute last_outcome {failure,other,success,unknown}
@attribute class {yes,no}

@data
35,tech,married,primary,no,11,yes,no,unknown,13,may,326,4,-1,0,unknown,yes
35,construction,single,tertiary,no,470,yes,no,email,25,jul,743,13,-1,0,unknown,no
27,services,single,secondary,no,201,yes,no,unknown,4,jun,172,2,-1,0,unknown,yes
31,construction,single,tertiary,no,23,no,no,email,25,aug,121,3,-1,0,unknown,yes
39,construction,married,tertiary,no,1161,yes,no,email,9,apr,236,1,336,1,failure,yes
34,tech,single,secondary,no,-72,yes,no,email,7,jul,273,5,-1,0,unknown,yes
31,tech,married,secondary,no,1766,no,yes,email,5,jun,166,2,-1,0,unknown,no
29,management,single,tertiary,no,437,no,no,email,5,aug,504,1,92,1,success,no
66,retired,married,primary,no,206,no,no,email,9,feb,479,1,-1,0,unknown,no
53,management,married,unknown,no,2240,yes,no,email,2,jun,282,2,385,1,success,no
26,self-employed,married,tertiary,no,479,yes,no,email,9,feb,133,3,-1,0,unknown,yes
48,unemployed,married,secondary,no,817,no,no,email,14,jan,517,1,282,4,success,no
38,tech,married,primary,no,506,yes,yes,unknown,12,jun,122,1,-1,0,unknown,yes
38,construction,married,secondary,no,4030,yes,no,email,19,nov,75,2,177,5,failure,yes
49,management,single,tertiary,no,151,yes,no,email,8,jul,97,3,-1,0,unknown,no
27,services,single,secondary,no,259,yes,no,unknown,23,may,78,10,-1,0,unknown,yes
31,management,married,tertiary,no,2603,yes,no,email,11,feb,280,4,-1,0,unknown,no
47,construction,married,secondary,no,826,yes,no,phone,18,nov,195,3,112,8,other,yes
53,construction,married,secondary,no,230,no,yes,email,13,aug,112,2,-1,0,unknown,yes
57,tech,married,secondary,no,2887,no,no,email,21,aug,819,10,-1,0,unknown,no
49,unknown,married,secondary,no,0,no,no,email,28,aug,173,2,-1,0,unknown,yes
26,education,single,tertiary,no,3672,yes,no,unknown,29,may,360,5,-1,0,unknown,yes
31,services,single,secondary,no,1987,yes,no,phone,20,nov,55,2,-1,0,unknown,yes
50,services,single,primary,no,148,yes,no,unknown,7,may,198,2,-1,0,unknown,yes
38,entrepreneur,married,tertiary,no,1514,no,yes,email,21,nov,160,3,120,3,failure,yes
36,management,married,tertiary,no,1133,yes,no,email,4,aug,293,1,181,2,other,no
46,construction,married,tertiary,no,217,yes,no,email,14,may,141,1,346,2,other,yes
37,management,married,tertiary,no,767,no,yes,email,2,feb,204,1,-1,0,unknown,yes
37,management,married,tertiary,no,410,no,no,email,29,jan,337,2,-1,0,unknown,yes
28,education,single,secondary,no,775,no,no,email,29,jan,603,2,-1,0,unknown,yes
31,education,single,secondary,no,223,yes,no,email,17,apr,508,1,315,11,success,yes
32,construction,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,no
31,education,single,secondary,no,747,yes,no,unknown,26,may,543,2,-1,0,unknown,no
56,retail,married,primary,no,306,no,yes,email,8,jul,212,1,-1,0,unknown,yes
49,self-employed,married,secondary,no,2576,yes,no,email,15,may,64,6,-1,0,unknown,yes
34,construction,married,secondary,no,-346,no,no,email,13,aug,136,4,-1,0,unknown,yes
35,tech,married,primary,no,46,no,no,email,8,jul,338,3,-1,0,unknown,yes
32,management,single,tertiary,no,8436,yes,no,email,17,apr,245,1,149,2,failure,yes
33,tech,married,secondary,no,-346,yes,yes,unknown,23,may,29,3,-1,0,unknown,yes
43,construction,single,tertiary,yes,0,no,no,email,29,aug,73,4,-1,0,unknown,yes
28,student,single,secondary,no,0,yes,no,unknown,15,may,133,3,-1,0,unknown,yes
25,construction,single,secondary,no,505,no,yes,email,17,nov,386,2,-1,0,unknown,no
49,tech,married,unknown,no,51,yes,no,unknown,7,may,984,1,-1,0,unknown,yes
46,entrepreneur,single,tertiary,no,1410,yes,no,email,19,nov,93,1,189,8,failure,yes
38,construction,single,tertiary,no,25,yes,no,email,1,jun,232,2,-1,0,unknown,no
35,unemployed,married,secondary,no,978,no,no,email,29,dec,1370,3,209,3,success,no
33,tech,married,primary,no,191,yes,no,unknown,9,may,162,2,-1,0,unknown,yes
41,construction,married,secondary,no,1066,no,no,email,11,feb,109,3,-1,0,unknown,no
31,management,married,secondary,no,466,yes,no,email,14,may,164,1,-1,0,unknown,yes
55,management,married,tertiary,no,171,yes,no,email,8,aug,73,6,-1,0,unknown,yes
48,tech,married,secondary,no,157,yes,no,unknown,6,may,73,1,-1,0,unknown,yes
37,unemployed,married,secondary,no,1978,no,no,email,9,sep,404,1,182,1,success,no
48,management,married,tertiary,no,6613,no,no,unknown,17,jun,159,3,-1,0,unknown,yes
42,management,married,tertiary,no,0,no,no,email,13,aug,325,2,-1,0,unknown,yes
33,management,single,tertiary,no,-53,no,no,email,29,jan,617,2,-1,0,unknown,yes
50,tech,married,primary,no,4108,yes,no,email,7,aug,526,2,-1,0,unknown,no
69,retired,married,unknown,no,426,no,no,phone,9,mar,225,1,90,1,success,no
46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,-1,0,unknown,yes
41,construction,single,secondary,no,-41,yes,yes,email,3,apr,154,1,-1,0,unknown,yes
55,construction,married,secondary,yes,-308,no,no,email,2,feb,781,1,-1,0,unknown,no
49,management,single,tertiary,no,141,yes,no,email,8,jul,97,3,-1,0,unknown,no
32,management,married,tertiary,no,2431,yes,no,email,14,may,646,5,-1,0,unknown,no
46,self-employed,married,tertiary,no,1148,no,no,phone,29,jul,104,2,-1,0,unknown,yes
45,education,married,secondary,no,204,yes,no,email,3,jun,224,2,-1,0,unknown,no
53,education,married,secondary,no,459,no,no,email,5,apr,558,1,-1,0,unknown,no
56,retired,married,secondary,no,-1206,yes,no,email,15,jun,382,2,-1,0,unknown,no
38,management,single,tertiary,no,0,yes,no,email,17,nov,213,2,-1,0,unknown,yes
31,education,single,secondary,no,1306,yes,no,unknown,28,may,217,5,-1,0,unknown,yes
29,management,married,tertiary,no,199,yes,yes,unknown,7,may,1689,4,-1,0,unknown,no
28,construction,married,secondary,no,232,yes,yes,email,29,jan,72,1,261,1,failure,yes
40,management,single,tertiary,no,0,yes,no,email,23,feb,228,2,182,6,failure,no
53,entrepreneur,married,unknown,no,7,no,no,email,20,nov,68,1,-1,0,unknown,yes
53,retired,divorced,secondary,yes,-200,no,yes,unknown,6,jun,161,1,-1,0,unknown,yes
36,tech,married,unknown,no,6,no,no,unknown,20,jun,41,7,-1,0,unknown,yes
38,entrepreneur,single,secondary,no,2543,no,no,email,10,aug,223,1,414,4,failure,no
56,retail,divorced,primary,yes,1238,no,no,unknown,5,jun,1558,1,-1,0,unknown,no
35,management,divorced,tertiary,no,0,yes,no,phone,29,oct,171,1,-1,0,unknown,no
34,construction,divorced,tertiary,no,674,yes,no,email,7,aug,587,2,-1,0,unknown,no
30,management,single,tertiary,no,424,no,no,email,16,apr,298,4,-1,0,unknown,no
24,tech,single,secondary,no,913,yes,no,email,7,jul,113,4,-1,0,unknown,yes
40,tech,married,primary,no,-335,yes,no,unknown,27,may,260,1,-1,0,unknown,yes
28,education,single,secondary,no,4745,no,no,phone,12,may,360,1,181,5,success,no
47,services,married,secondary,no,440,yes,no,unknown,12,jun,91,1,-1,0,unknown,yes
38,entrepreneur,married,secondary,no,868,no,no,email,20,nov,452,2,-1,0,unknown,yes
46,tech,married,secondary,no,0,yes,no,email,8,may,264,2,-1,0,unknown,yes
33,tech,married,secondary,no,661,yes,no,email,18,jul,968,1,-1,0,unknown,no
68,retired,divorced,secondary,no,4189,no,no,phone,14,jul,897,2,-1,0,unknown,no
23,student,single,secondary,no,8494,no,no,email,25,aug,158,2,-1,0,unknown,yes
44,management,married,tertiary,no,1058,no,no,email,11,mar,188,3,-1,0,unknown,no
31,management,married,tertiary,no,1224,yes,yes,email,24,jul,1441,2,-1,0,unknown,no
21,student,single,secondary,no,681,no,no,unknown,20,aug,6,1,-1,0,unknown,yes
69,retired,married,secondary,no,745,no,no,phone,9,sep,595,1,-1,0,unknown,yes
38,management,married,tertiary,no,3436,no,no,email,21,nov,663,4,-1,0,unknown,no
27,services,divorced,secondary,no,10,yes,no,email,22,jul,527,1,-1,0,unknown,yes
70,retired,married,tertiary,no,15834,no,no,email,5,apr,172,3,186,1,failure,yes
59,retired,married,secondary,no,9976,yes,no,unknown,29,may,57,2,-1,0,unknown,yes
39,education,divorced,secondary,no,2903,yes,yes,phone,25,jul,259,2,-1,0,unknown,yes
52,management,divorced,tertiary,no,50,yes,no,unknown,12,jun,84,3,-1,0,unknown,yes
33,tech,married,secondary,no,640,yes,no,email,3,feb,439,3,-1,0,unknown,yes
34,services,divorced,secondary,no,991,yes,no,email,6,may,89,1,344,1,failure,yes
45,entrepreneur,married,secondary,no,245,yes,no,unknown,14,may,126,3,-1,0,unknown,yes
36,management,married,tertiary,no,1482,no,no,phone,3,feb,26,2,197,1,failure,yes
35,construction,married,secondary,no,2189,no,no,email,19,nov,256,3,-1,0,unknown,yes
50,education,married,secondary,no,231,yes,no,email,21,nov,397,2,-1,0,unknown,yes
40,management,married,primary,no,733,yes,no,unknown,6,jun,94,7,-1,0,unknown,yes
37,tech,married,primary,no,0,yes,no,unknown,26,may,24,1,-1,0,unknown,yes
27,student,single,tertiary,no,118,no,no,email,25,may,112,1,-1,0,unknown,yes
32,services,single,secondary,no,133,no,no,email,15,apr,171,1,-1,0,unknown,no
56,education,divorced,primary,no,0,no,yes,email,10,jul,542,1,-1,0,unknown,yes
35,management,married,tertiary,yes,32,yes,no,email,21,nov,180,1,-1,0,unknown,yes
40,services,married,secondary,no,1836,yes,no,email,12,may,750,2,-1,0,unknown,no
33,self-employed,married,tertiary,no,263,no,no,email,4,may,119,2,-1,0,unknown,yes
36,management,single,tertiary,no,442,yes,yes,email,29,jul,102,3,-1,0,unknown,yes
44,tech,single,primary,no,787,yes,no,unknown,30,may,570,2,-1,0,unknown,yes
31,services,divorced,primary,no,459,yes,no,email,7,may,623,1,293,1,success,no
48,management,married,tertiary,no,5057,no,yes,email,19,nov,37,1,-1,0,unknown,yes
31,education,married,secondary,no,314,yes,no,email,17,apr,279,1,-1,0,unknown,yes
41,construction,married,secondary,no,2125,yes,yes,email,21,nov,285,3,116,4,failure,yes
53,construction,married,tertiary,no,6072,no,yes,unknown,16,jun,226,4,-1,0,unknown,yes
38,services,married,secondary,no,1,no,yes,email,21,nov,152,2,-1,0,unknown,yes
46,management,married,tertiary,no,273,yes,no,email,18,mar,910,2,184,4,success,no
54,services,married,primary,no,8,yes,no,email,14,may,143,1,-1,0,unknown,yes
48,management,married,tertiary,no,1147,no,no,email,5,aug,389,1,64,2,success,no
48,construction,married,secondary,no,127,no,yes,email,7,aug,524,5,-1,0,unknown,yes
58,education,married,secondary,no,3496,yes,no,unknown,2,jun,111,4,-1,0,unknown,yes
40,self-employed,married,primary,no,92,yes,no,unknown,13,may,92,1,-1,0,unknown,yes
41,tech,single,secondary,yes,-386,no,yes,email,20,nov,477,1,-1,0,unknown,no
83,retired,divorced,primary,no,0,no,no,phone,31,may,664,1,77,3,success,yes
33,education,single,secondary,no,894,no,no,email,5,feb,509,2,-1,0,unknown,yes
47,services,divorced,secondary,no,4906,yes,no,unknown,14,may,389,1,-1,0,unknown,yes
37,tech,divorced,secondary,no,0,yes,no,email,21,apr,146,4,-1,0,unknown,no
30,student,single,secondary,no,0,yes,no,email,19,nov,661,1,-1,0,unknown,yes
47,construction,married,secondary,no,1233,yes,no,unknown,11,sep,91,1,100,2,other,no
41,tech,single,secondary,no,75,yes,no,unknown,1,jul,479,9,-1,0,unknown,no
35,management,single,tertiary,no,747,no,no,email,23,feb,141,2,176,3,failure,yes
42,services,divorced,secondary,no,372,yes,yes,unknown,6,may,121,2,-1,0,unknown,yes
68,retired,married,secondary,no,19317,yes,no,email,4,aug,249,1,-1,0,unknown,no
32,tech,single,primary,no,882,no,yes,email,29,jul,80,8,-1,0,unknown,yes
42,management,divorced,unknown,no,7702,no,no,email,16,feb,138,2,-1,0,unknown,no
30,education,single,tertiary,no,261,no,no,email,19,oct,233,1,137,20,failure,yes
54,management,married,tertiary,no,8295,no,no,email,5,jun,207,1,-1,0,unknown,no
42,management,married,tertiary,no,2187,yes,no,email,17,nov,525,3,-1,0,unknown,no
34,education,divorced,secondary,no,-251,no,no,email,18,jul,641,1,-1,0,unknown,no
44,construction,divorced,secondary,no,0,no,no,email,28,jul,264,5,-1,0,unknown,yes
43,entrepreneur,married,tertiary,no,210,no,no,email,29,jul,646,2,-1,0,unknown,yes
59,retired,married,unknown,no,0,no,no,unknown,8,may,425,6,-1,0,unknown,yes
41,tech,married,secondary,no,780,yes,no,email,15,may,432,3,-1,0,unknown,yes
52,services,married,secondary,no,657,no,no,phone,7,jul,398,2,460,2,failure,no
40,management,single,tertiary,no,1509,no,no,email,12,may,333,1,58,3,failure,yes
83,retired,married,primary,no,425,no,no,phone,22,jun,883,1,140,1,failure,no
42,construction,married,secondary,no,0,no,no,email,29,aug,82,12,-1,0,unknown,yes
32,education,single,secondary,no,678,yes,no,email,4,feb,1579,1,246,4,failure,no
30,management,single,tertiary,no,201,yes,no,email,17,mar,325,2,-1,0,unknown,no
45,tech,married,secondary,no,4646,yes,no,unknown,13,may,118,1,-1,0,unknown,yes
44,management,married,tertiary,no,773,no,yes,email,9,jul,618,1,-1,0,unknown,yes
48,tech,single,tertiary,no,2330,yes,no,unknown,4,jun,15,1,-1,0,unknown,yes
57,self-employed,married,secondary,no,35,no,yes,unknown,26,jun,215,3,-1,0,unknown,yes
59,retail,married,tertiary,no,0,no,yes,email,29,jul,376,2,-1,0,unknown,yes
30,education,single,secondary,no,-635,no,no,email,25,jul,250,1,-1,0,unknown,yes
32,management,married,tertiary,no,2349,no,no,email,14,aug,134,5,-1,0,unknown,yes
34,self-employed,single,tertiary,no,5462,no,no,email,30,apr,430,1,-1,0,unknown,no
34,education,married,secondary,no,247,no,no,email,8,oct,401,2,-1,0,unknown,no
24,student,single,secondary,no,822,no,no,email,27,oct,184,1,91,2,failure,no
56,construction,divorced,tertiary,no,401,yes,no,phone,20,nov,26,1,-1,0,unknown,yes
58,management,divorced,tertiary,no,1573,yes,yes,email,17,nov,279,1,-1,0,unknown,yes
34,construction,single,secondary,no,174,no,no,phone,11,may,259,4,-1,0,unknown,yes
77,retired,divorced,tertiary,no,4659,no,no,email,14,apr,161,1,-1,0,unknown,no
57,retired,divorced,secondary,no,39,yes,no,email,30,jul,354,3,-1,0,unknown,yes
46,management,divorced,secondary,no,-852,no,yes,email,29,aug,728,2,-1,0,unknown,yes
47,education,married,secondary,no,1934,no,yes,email,14,may,225,1,364,1,failure,yes
28,tech,married,secondary,no,1137,no,no,email,6,feb,129,4,211,3,other,yes
53,management,married,tertiary,no,12,no,no,email,27,aug,345,10,-1,0,unknown,yes
67,retired,married,tertiary,no,701,no,no,email,6,aug,254,2,-1,0,unknown,no
75,retired,divorced,tertiary,no,3810,yes,no,email,16,nov,262,1,183,1,failure,no
36,management,married,tertiary,no,2987,yes,no,email,12,aug,307,1,-1,0,unknown,no
51,self-employed,married,secondary,no,95,yes,no,email,23,jul,1309,4,-1,0,unknown,no
34,education,married,secondary,no,645,yes,no,unknown,19,may,420,1,-1,0,unknown,yes
32,education,married,secondary,no,76,yes,no,unknown,21,may,189,2,-1,0,unknown,yes
49,construction,married,tertiary,no,3726,no,no,email,5,aug,875,2,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,3057,no,no,unknown,16,jun,2769,4,-1,0,unknown,no
34,management,married,tertiary,no,180,no,no,email,16,jun,298,3,-1,0,unknown,yes
45,tech,divorced,primary,no,844,no,no,unknown,5,jun,1018,3,-1,0,unknown,no
32,tech,single,secondary,no,-255,no,yes,unknown,2,jul,957,3,-1,0,unknown,yes
33,unemployed,divorced,secondary,no,385,no,no,phone,27,aug,29,28,-1,0,unknown,yes
45,tech,single,secondary,no,0,yes,no,email,26,apr,1472,1,192,4,failure,no
42,construction,married,secondary,no,4945,yes,no,email,2,mar,311,2,-1,0,unknown,no
49,education,married,secondary,no,3608,yes,no,unknown,13,nov,231,1,-1,0,unknown,no
40,self-employed,divorced,secondary,no,1876,no,yes,unknown,20,jun,269,1,-1,0,unknown,yes
55,construction,divorced,secondary,no,61,yes,yes,email,25,aug,113,3,-1,0,unknown,yes
46,tech,married,unknown,no,9328,yes,no,email,5,may,725,3,-1,0,unknown,no
59,tech,married,secondary,no,0,yes,no,unknown,5,may,226,1,-1,0,unknown,yes
37,construction,married,tertiary,no,6968,no,no,email,1,jun,174,1,-1,0,unknown,yes
51,tech,divorced,primary,no,37,yes,no,email,13,may,341,1,-1,0,unknown,yes
51,management,married,tertiary,no,630,yes,no,email,5,may,138,1,-1,0,unknown,yes
79,retired,married,primary,no,429,no,no,phone,8,jul,1006,2,-1,0,unknown,no
36,services,divorced,secondary,no,1594,no,no,unknown,6,jun,250,3,-1,0,unknown,yes
40,self-employed,married,tertiary,no,1603,no,no,unknown,17,jun,279,1,-1,0,unknown,yes
32,services,married,secondary,no,38,yes,no,email,15,may,744,1,-1,0,unknown,no
47,unemployed,married,primary,no,168,yes,no,phone,30,jan,66,1,241,1,other,yes
27,unemployed,single,tertiary,no,1,no,no,email,3,feb,65,2,-1,0,unknown,yes
29,management,divorced,tertiary,no,415,yes,yes,unknown,28,may,449,4,-1,0,unknown,yes
33,management,married,tertiary,no,1412,yes,no,unknown,19,aug,480,1,-1,0,unknown,no
42,management,married,secondary,no,1331,no,no,email,23,jul,698,2,-1,0,unknown,yes
21,services,single,secondary,no,361,no,no,phone,5,jun,329,1,95,1,other,yes
47,services,divorced,secondary,no,691,no,no,email,6,feb,285,6,-1,0,unknown,yes
43,management,married,tertiary,no,13044,no,no,email,18,aug,36,4,-1,0,unknown,yes
30,tech,married,primary,no,-336,no,no,email,10,jul,128,6,-1,0,unknown,yes
60,retired,married,secondary,no,4820,no,no,unknown,5,jun,419,1,-1,0,unknown,yes
57,management,married,primary,no,1052,yes,no,unknown,13,may,227,4,-1,0,unknown,yes
38,unemployed,married,primary,no,-363,no,no,unknown,12,jun,340,2,-1,0,unknown,yes
23,construction,single,tertiary,no,1129,yes,no,unknown,28,may,806,1,-1,0,unknown,no
35,tech,single,secondary,no,0,yes,no,email,16,apr,1174,1,345,4,other,no
31,self-employed,married,secondary,no,33,no,no,email,6,aug,165,4,-1,0,unknown,yes
49,entrepreneur,divorced,unknown,yes,-701,yes,no,email,30,jul,988,2,-1,0,unknown,no
35,self-employed,married,tertiary,no,560,yes,no,email,2,apr,58,1,136,1,failure,yes
27,student,single,tertiary,no,5291,no,no,email,12,nov,192,2,92,2,failure,no
28,unemployed,married,secondary,no,655,yes,no,unknown,4,jun,606,2,-1,0,unknown,yes
33,tech,single,secondary,no,-416,yes,no,unknown,16,may,767,2,-1,0,unknown,no
44,construction,single,secondary,no,1679,no,no,phone,20,oct,718,1,-1,0,unknown,no
45,construction,married,primary,no,-322,no,no,unknown,9,jun,225,2,-1,0,unknown,yes
33,tech,married,secondary,no,139,yes,yes,email,18,may,732,2,291,5,failure,no
48,education,divorced,secondary,no,4099,no,no,email,2,apr,397,2,-1,0,unknown,no
48,construction,married,secondary,no,5,no,no,unknown,9,jun,65,6,-1,0,unknown,yes
42,construction,married,secondary,no,994,yes,no,email,11,aug,149,1,78,5,failure,no
34,management,single,tertiary,no,84,no,no,email,5,feb,231,1,-1,0,unknown,yes
31,services,married,secondary,no,-230,yes,yes,email,16,jul,715,1,-1,0,unknown,yes
40,management,married,tertiary,no,-17,yes,yes,email,11,may,474,1,256,1,success,no
54,construction,married,tertiary,no,98,no,no,email,8,aug,420,4,-1,0,unknown,yes
73,retired,married,primary,no,279,no,no,email,28,jan,399,3,-1,0,unknown,no
58,retired,married,primary,no,5092,no,no,unknown,11,jun,199,6,-1,0,unknown,yes
25,education,married,secondary,no,242,yes,no,email,30,jul,62,12,-1,0,unknown,yes
40,construction,married,secondary,no,697,no,no,email,24,jun,220,2,219,2,other,yes
36,retired,single,secondary,no,101,yes,yes,unknown,26,may,314,1,-1,0,unknown,yes
29,student,single,unknown,no,2929,no,no,email,11,aug,91,1,-1,0,unknown,yes
27,education,single,secondary,no,3638,no,no,email,11,jul,271,5,-1,0,unknown,yes
38,tech,married,secondary,no,361,yes,no,unknown,11,jun,601,1,-1,0,unknown,yes
35,management,married,tertiary,no,949,yes,no,unknown,27,may,245,2,-1,0,unknown,yes
39,management,married,tertiary,no,2763,yes,no,unknown,2,jun,526,2,-1,0,unknown,no
45,management,divorced,tertiary,no,220,yes,no,unknown,18,jun,89,4,-1,0,unknown,yes
34,management,married,tertiary,no,1116,yes,no,email,25,jul,53,5,-1,0,unknown,yes
37,tech,married,unknown,no,897,yes,no,email,13,apr,119,2,280,2,failure,yes
47,tech,married,secondary,no,480,yes,no,unknown,28,may,211,2,-1,0,unknown,yes
27,retail,married,secondary,no,4848,yes,yes,phone,23,jul,82,3,-1,0,unknown,yes
31,management,married,tertiary,no,1331,no,no,email,30,apr,297,1,86,3,success,no
76,retired,married,primary,no,2590,no,no,phone,9,feb,68,12,-1,0,unknown,yes
52,retired,married,secondary,no,424,no,no,email,19,nov,143,1,154,3,failure,yes
46,education,divorced,primary,no,0,no,yes,email,10,jul,442,1,-1,0,unknown,yes
55,management,married,primary,no,2587,no,no,email,4,sep,328,2,94,2,success,no
53,tech,married,primary,no,306,no,no,email,28,jul,388,3,181,1,success,no
46,tech,married,secondary,no,-216,yes,no,email,28,jul,404,3,-1,0,unknown,yes
39,management,single,tertiary,no,0,yes,no,email,16,apr,81,2,-1,0,unknown,yes
34,education,single,primary,no,0,yes,yes,email,6,may,172,4,-1,0,unknown,yes
55,retired,married,primary,no,3334,no,no,email,14,aug,632,4,-1,0,unknown,no
60,education,married,secondary,no,2552,no,yes,email,30,jan,255,2,2,4,other,yes
37,management,married,tertiary,no,393,yes,no,email,14,may,567,3,275,4,failure,no
30,education,single,secondary,no,127,yes,no,email,18,may,16,6,368,1,other,yes
46,tech,married,secondary,no,137,no,no,unknown,20,jun,252,3,-1,0,unknown,yes
30,self-employed,single,tertiary,no,901,yes,yes,unknown,16,may,601,1,-1,0,unknown,yes
29,tech,single,tertiary,no,455,no,no,phone,21,apr,403,1,-1,0,unknown,no
29,construction,single,secondary,no,113,no,no,email,12,feb,328,2,183,4,success,no
34,management,married,tertiary,no,1557,yes,yes,unknown,13,may,213,1,-1,0,unknown,yes
35,construction,single,secondary,no,126,no,no,email,22,aug,112,2,-1,0,unknown,yes
48,construction,married,secondary,no,454,yes,no,email,10,jul,114,1,-1,0,unknown,yes
51,construction,divorced,secondary,no,2323,yes,yes,email,18,aug,151,10,-1,0,unknown,yes
43,entrepreneur,married,unknown,no,7,no,no,email,20,nov,68,1,-1,0,unknown,yes
42,education,single,secondary,no,1022,yes,no,unknown,5,may,146,2,-1,0,unknown,yes
48,management,married,tertiary,no,1808,yes,no,email,26,feb,245,1,-1,0,unknown,no
37,tech,married,primary,no,403,yes,no,email,8,may,318,2,338,1,success,yes
30,tech,single,secondary,no,315,no,no,email,23,jun,1407,1,-1,0,unknown,no
37,tech,single,secondary,no,48,no,no,email,6,may,140,2,-1,0,unknown,yes
59,management,married,tertiary,no,2764,no,no,email,24,dec,237,1,206,2,failure,yes
30,management,married,tertiary,no,1942,yes,yes,email,21,nov,436,2,178,3,other,no
50,tech,divorced,primary,no,1545,yes,no,email,20,nov,25,1,-1,0,unknown,yes
40,services,married,secondary,no,-378,yes,yes,email,13,may,541,1,295,6,failure,yes
45,tech,divorced,primary,no,-311,yes,no,unknown,23,may,1030,1,-1,0,unknown,no
28,management,single,tertiary,no,0,yes,no,email,16,jul,767,5,-1,0,unknown,no
54,retired,divorced,tertiary,no,0,no,no,unknown,13,may,618,1,-1,0,unknown,no
29,management,single,tertiary,no,1026,no,no,email,12,nov,226,1,92,1,other,no
49,management,married,secondary,no,1623,yes,no,email,19,nov,1081,2,-1,0,unknown,no
44,construction,divorced,secondary,no,809,yes,no,unknown,15,may,118,4,-1,0,unknown,yes
52,services,married,secondary,no,381,no,yes,email,25,aug,288,12,-1,0,unknown,yes
51,self-employed,married,unknown,no,2094,no,no,email,8,jun,458,6,-1,0,unknown,no
22,student,single,tertiary,no,691,no,no,email,19,aug,338,1,-1,0,unknown,no
37,construction,single,secondary,no,2442,no,no,email,16,feb,91,3,-1,0,unknown,no
43,construction,married,secondary,no,136,no,no,email,25,aug,363,7,-1,0,unknown,no
63,retired,divorced,secondary,no,1490,no,no,email,8,jun,506,1,-1,0,unknown,no
71,retired,married,tertiary,no,14220,yes,no,email,9,sep,397,1,-1,0,unknown,no
25,unemployed,single,tertiary,no,343,no,no,email,1,jun,377,1,-1,0,unknown,no
57,construction,married,secondary,no,16063,yes,no,unknown,30,may,352,3,-1,0,unknown,yes
37,education,single,secondary,no,-296,yes,no,email,20,apr,81,1,-1,0,unknown,yes
33,tech,married,secondary,no,687,yes,no,email,14,may,72,2,370,1,failure,yes
36,management,married,tertiary,no,605,yes,no,unknown,26,may,204,1,-1,0,unknown,yes
28,tech,single,secondary,no,517,no,yes,email,8,jul,681,1,-1,0,unknown,no
33,services,married,secondary,no,386,no,no,email,12,nov,253,1,92,4,failure,no
49,construction,married,tertiary,no,523,yes,no,email,3,mar,152,2,-1,0,unknown,no
60,self-employed,married,primary,no,362,no,yes,email,29,jul,816,6,-1,0,unknown,no
47,services,married,secondary,no,2,no,yes,email,21,jul,71,15,-1,0,unknown,yes
32,tech,single,secondary,no,811,yes,no,email,14,may,563,1,-1,0,unknown,no
79,retired,married,primary,no,8556,no,no,phone,18,jan,326,2,272,2,success,no
67,retired,married,tertiary,no,701,no,no,email,6,aug,244,2,-1,0,unknown,no
46,entrepreneur,married,tertiary,no,2262,no,no,phone,14,jul,44,14,-1,0,unknown,yes
25,tech,married,primary,yes,-589,yes,no,unknown,3,jun,233,1,-1,0,unknown,yes
80,retired,married,secondary,no,8304,no,no,phone,9,jun,712,1,64,12,failure,no
60,management,married,tertiary,no,3387,no,no,email,14,aug,636,2,-1,0,unknown,yes
30,construction,single,tertiary,no,699,yes,no,email,11,aug,213,4,-1,0,unknown,yes
44,construction,single,secondary,no,7138,no,no,email,8,aug,809,2,-1,0,unknown,no
22,student,single,primary,no,3472,no,no,email,20,oct,332,1,183,3,failure,no
38,construction,married,secondary,no,226,yes,no,unknown,30,may,762,3,-1,0,unknown,no
38,construction,single,secondary,no,-242,yes,no,email,18,may,1173,3,278,6,success,no
67,retired,married,primary,no,2301,no,no,email,16,apr,124,1,-1,0,unknown,yes
50,management,married,tertiary,no,85,no,yes,email,1,jun,141,1,-1,0,unknown,yes
36,construction,married,secondary,no,55,yes,no,email,13,may,38,2,369,4,failure,yes
36,education,married,unknown,no,2323,no,no,email,19,nov,111,1,-1,0,unknown,yes
36,construction,married,secondary,no,480,no,no,email,20,oct,213,1,-1,0,unknown,no
37,services,single,secondary,no,608,no,no,email,14,may,380,3,-1,0,unknown,yes
30,education,single,tertiary,no,305,no,no,email,30,apr,633,1,85,2,success,no
33,tech,single,secondary,no,4404,yes,no,email,20,nov,766,3,-1,0,unknown,yes
